Transcript,Date,Position,Person,Party,Text,Subject
DAR-002,18 DE SETEMBRO DE 2020,197,Sónia Fertuzinhos,PS,"Sr. Presidente, Sr.as e Srs. Deputados: As políticas de família e a natalidade são temas que têm estado na agenda do debate político e social, do Parlamento e deste Governo. Dizer o contrário, ignorar as políticas que foram sendo adotadas desde 2006 — e que voltaram a ganhar prioridade política na ação do Governo desde 2015, com o objetivo expresso de apoiar a natalidade —, como fazem alguns dos projetos apresentados, é contribuir para o contrário daquilo que o CDS e o PSD dizem pretender nesses mesmos projetos. Os estudos de caso e comparados de uma vasta literatura científica evidenciam que é a combinação integrada, coerente e estável de várias políticas públicas ao longo do tempo, com a centralidade das políticas de família, que permite obter resultados na criação de um ambiente que apoie as famílias na concretização dos seus projetos e decisões parentais. O caso da França é apontado, num dos projetos do CDS, como um exemplo na promoção da natalidade.","Projeto de Resolução 75/XIV, Projeto de Resolução 77/XIV, Projeto de Resolução 59/XIV, Projeto de Resolução 255/XIV"
DAR-002,18 DE SETEMBRO DE 2020,198,João Pinho de Almeida,CDS-PP,É verdade!,"Projeto de Resolução 75/XIV, Projeto de Resolução 77/XIV, Projeto de Resolução 59/XIV, Projeto de Resolução 255/XIV"
DAR-002,18 DE SETEMBRO DE 2020,199,Sónia Fertuzinhos,PS,"Mas importa lembrar que a história da adoção de políticas de família em França, com o objetivo de apoiar a natalidade, teve início no século XVIII e foi sendo sucessivamente aprofundada e adaptada às novas realidades familiares, tendo como contexto de fundo um consenso social e político forte desde o início. Importa deixar bem claro que, para o PS, a importância do apoio à natalidade assenta no objetivo de aproximar o número de filhos que as pessoas têm do número de filhos que as mesmas pessoas afirmam desejar ter, com o objetivo de cada um e cada uma poderem ter condições para concretizar os seus projetos pessoais e familiares. Queremos, assim, deixar bem claro que uma das perspetivas com que o CDS fundamenta a apresentação dos seus projetos em debate, que relaciona a perda da importância da família com a queda da natalidade, tendo em conta as baixas taxas de nupcialidade e a elevada taxa bruta de divórcios em Portugal, não é a perspetiva do PS nem tem evidência científica que o demonstre, muito pelo contrário. Aplausos do PS. Sabemos do impacto negativo das crises económicas na fecundidade, desde logo pela perda de rendimentos e pela perda de confiança e de estabilidade face ao futuro, e, por isso, existe a necessidade imperiosa de adoção de medidas contracíclicas, que permitam evitar a queda drástica da natalidade e promover a estabilização possível do número de nascimentos. As medidas que este Governo e esta Assembleia adotaram na última Legislatura, assim como nesta Legislatura, e que, como referi, já vêm de 2006, assumem continuar a aprofundar: a definição de uma política de rendimentos e salários dignos, justos e que acompanhem a cada vez maior qualificação das novas gerações; I SÉRIE — NÚMERO 2 o combate à precariedade e a promoção e manutenção, na crise do desemprego que enfrentamos, do emprego de qualidade, com direitos; o reforço significativo do abono de família e da sua majoração; o reforço dos apoios nas despesas escolares, desde logo na mais pesada, a dos manuais escolares; a redução do custo das creches; a redução dos custos das propinas, com o reforço da ação social escolar no ensino superior; a promoção do arrendamento acessível; o lançamento de mais uma geração do PARES (Programa de Alargamento da Rede de Equipamentos Sociais), destinado ao aumento dos lugares nas creches; a política fiscal no apoio direto às crianças, às famílias e aos mais jovens, no início da sua vida profissional; a promoção da conciliação entre a vida profissional, familiar e pessoal; a realização de um novo inquérito à fecundidade, sete anos depois do último, para um diagnóstico mais atual da evolução demográfica em geral e dos obstáculos à parentalidade em particular. Ignorar ou desvalorizar a evolução que temos feito, nesta Assembleia, no País, na adoção de políticas de família e de apoio à natalidade, por vezes por unanimidade, em algumas medidas de política de família, como as que aprovámos na última Legislatura, é um erro que o PSD e o CDS cometem nas propostas que apresentam e que o PS não pode deixar passar. Aplausos do PS. Volto a invocar o caso da França, utilizado num dos projetos como um exemplo a seguir, para perguntar o seguinte: que indicadores de natalidade teria França hoje se, desde o século XVIII, estivesse constantemente a pretender começar do zero, ignorando as políticas adotadas em cada um dos momentos passados? Por outro lado, o CDS e o PSD — como já aqui foi dito — voltam a propor estudos e comissões de acompanhamento, depois de vários estudos feitos, incluindo vossos, e de várias comissões de acompanhamento, também propostas por vós.","Projeto de Resolução 75/XIV, Projeto de Resolução 77/XIV, Projeto de Resolução 59/XIV, Projeto de Resolução 255/XIV"
DAR-002,18 DE SETEMBRO DE 2020,200,Presidente,Fernando Negrão,"Sr.ª Deputada, chamo a sua atenção para o tempo. ","Projeto de Resolução 75/XIV, Projeto de Resolução 77/XIV, Projeto de Resolução 59/XIV, Projeto de Resolução 255/XIV"
DAR-002,18 DE SETEMBRO DE 2020,201,Sónia Fertuzinhos,PS,"Srs. Deputados e Sr.as Deputadas do CDS, a família e o apoio à família não são, como afirmam nestes projetos, um tema tabu, e já não o são há muito tempo. De igual modo, Srs. Deputados e Sr.as Deputadas do PSD, as políticas de família que temos hoje em vigor já assentam numa visão estratégica e coerente. Aconselho-vos a lerem o Programa do Governo.","Projeto de Resolução 75/XIV, Projeto de Resolução 77/XIV, Projeto de Resolução 59/XIV, Projeto de Resolução 255/XIV"
DAR-002,18 DE SETEMBRO DE 2020,202,Presidente,Fernando Negrão,"Sr.ª Deputada, agradecia que terminasse. ","Projeto de Resolução 75/XIV, Projeto de Resolução 77/XIV, Projeto de Resolução 59/XIV, Projeto de Resolução 255/XIV"
DAR-002,18 DE SETEMBRO DE 2020,203,Sónia Fertuzinhos,PS,"Vou terminar, Sr. Presidente. É evidente que salientamos e reconhecemos uma certa mudança das vossas propostas de política de família face ao que defenderam e implementaram entre 2011 e 2015, com consequências catastróficas para a evolução da natalidade. Protestos da Deputada do PSD Clara Marques Mendes. Sr. Presidente, termino dizendo que a construção de um entendimento social e político de base forte quanto às medidas de políticas públicas, para aproximarmos a fecundidade desejada da fecundidade realizada, é importante.","Projeto de Resolução 75/XIV, Projeto de Resolução 77/XIV, Projeto de Resolução 59/XIV, Projeto de Resolução 255/XIV"
DAR-002,18 DE SETEMBRO DE 2020,204,Presidente,Fernando Negrão,"Sr.ª Deputada, muito obrigado. Já ultrapassou em 1 minuto o tempo que lhe cabia. ","Projeto de Resolução 75/XIV, Projeto de Resolução 77/XIV, Projeto de Resolução 59/XIV, Projeto de Resolução 255/XIV"
DAR-002,18 DE SETEMBRO DE 2020,205,Sónia Fertuzinhos,PS,"Estamos disponíveis para isso, mas estas propostas do PSD e do CDS não são a resposta. Aplausos do PS.","Projeto de Resolução 75/XIV, Projeto de Resolução 77/XIV, Projeto de Resolução 59/XIV, Projeto de Resolução 255/XIV"
DAR-002,18 DE SETEMBRO DE 2020,206,Presidente,Fernando Negrão,"Sr.ª Deputada Lina Lopes, tem a palavra para intervir novamente, dispondo de 50 segundos. ","Projeto de Resolução 75/XIV, Projeto de Resolução 77/XIV, Projeto de Resolução 59/XIV, Projeto de Resolução 255/XIV"
DAR-002,18 DE SETEMBRO DE 2020,207,Lina Lopes,PSD,"Sr. Presidente, Sr.ª Deputada Sónia Fertuzinhos, penso que não estamos no mesmo País, nem no mesmo Parlamento. Sr.ª Deputada, em 24 anos de legislatura, vocês estiveram na governação em 18 deles. O que é que fizeram? Foram os 6 anos em que nós estivemos que não se fez nada? E o que é que vocês fizeram em 18 anos? Não fizemos nada?! Foi tudo feito por vocês?! Então, foi mal feito! Porque é que os pais não têm mais filhos? Sr.ª Deputada, o que pedimos — penso que não nos ouviu — foi que tivéssemos um consenso alargado, que juntássemos esforços, não que eu esteja contra o PS e o PS esteja contra o PSD. Vamos juntar esforços! As famílias e os jovens precisam de apoio, Sr.ª Deputada. Penso que não me ouviu! Sr. Deputado José Soeiro, também não me deve ter ouvido quando estive na tribuna, porque eu disse que queríamos que as políticas a definir mobilizassem diferentes áreas: trabalho, empresas, segurança social, finanças, educação, saúde e tantas outras.","Projeto de Resolução 75/XIV, Projeto de Resolução 77/XIV, Projeto de Resolução 59/XIV, Projeto de Resolução 255/XIV"
DAR-002,18 DE SETEMBRO DE 2020,208,Presidente,Fernando Negrão,"Sr.ª Deputada, chamo a sua atenção para o tempo. ","Projeto de Resolução 75/XIV, Projeto de Resolução 77/XIV, Projeto de Resolução 59/XIV, Projeto de Resolução 255/XIV"
DAR-002,18 DE SETEMBRO DE 2020,209,Lina Lopes,PSD,Eram transversais! Foi o que nos foi dizer! Ouviu-me? Não me ouviu!,"Projeto de Resolução 75/XIV, Projeto de Resolução 77/XIV, Projeto de Resolução 59/XIV, Projeto de Resolução 255/XIV"
DAR-002,18 DE SETEMBRO DE 2020,210,José Moura Soeiro,BE,Eu li o projeto!,"Projeto de Resolução 75/XIV, Projeto de Resolução 77/XIV, Projeto de Resolução 59/XIV, Projeto de Resolução 255/XIV"
DAR-002,18 DE SETEMBRO DE 2020,211,Lina Lopes,PSD,"Por isso, o que me custa mesmo é que, quando falamos de forma séria e queremos um consenso, os senhores fujam. Querem ou não querem? Estiveram 18 anos neste Governo! Aplausos do PSD. Neste momento, a Deputada do PS Sónia Fertuzinhos chamou a atenção da Mesa com um estalar de dedos.","Projeto de Resolução 75/XIV, Projeto de Resolução 77/XIV, Projeto de Resolução 59/XIV, Projeto de Resolução 255/XIV"
DAR-002,18 DE SETEMBRO DE 2020,212,Presidente,Fernando Negrão,"As «castanholas» são sempre um prazer… Risos. Sr.ª Deputada Sónia Fertuzinhos, pede a palavra para que efeito?","Projeto de Resolução 75/XIV, Projeto de Resolução 77/XIV, Projeto de Resolução 59/XIV, Projeto de Resolução 255/XIV"
DAR-002,18 DE SETEMBRO DE 2020,213,Sónia Fertuzinhos,PS,"Sr. Presidente, pretendo fazer uma interpelação à Mesa, pedindo desculpa pelas «castanholas». Como vi que estava a olhar para o lado, foi uma maneira de tentar fazer-me ouvir, não intervindo. Sr. Presidente, queria apenas dizer, após a intervenção da Sr.ª Deputada Lina Lopes, que o Grupo Parlamentar do PS terá todo o prazer em fazer chegar à Mesa, para que também conste da ata desta reunião, um documento com a evolução das políticas de família nas diferentes áreas, em Portugal, desde 2006, de forma que, num próximo debate, a Sr.ª Deputada Lina Lopes não possa repetir o que acabou de dizer. Aplausos do PS.","Projeto de Resolução 75/XIV, Projeto de Resolução 77/XIV, Projeto de Resolução 59/XIV, Projeto de Resolução 255/XIV"
DAR-002,18 DE SETEMBRO DE 2020,214,Presidente,Fernando Negrão,"Sr.ª Deputada, já compreendemos. Será feita a distribuição desse documento. Sr.as e Srs. Deputados, para encerrar este ponto, tem a palavra o Sr. Deputado João Almeida.","Projeto de Resolução 75/XIV, Projeto de Resolução 77/XIV, Projeto de Resolução 59/XIV, Projeto de Resolução 255/XIV"
